Round,Player,Hand,Score,Dealer Card,Dealer Score,Result,Reason
108,3,Q 7,17,7,17,3,Tie with Dealer
108,4,3 9 J,22,7,17,2,Bust
108,5,J K,20,7,17,1,Higher Score than Dealer
109,1,9 2 J,21,8,19,1,Higher Score than Dealer
109,2,Q 6 10,26,8,19,2,Bust
109,3,5 5 3 K,23,8,19,2,Bust
109,4,6 J 4,20,8,19,1,Higher Score than Dealer
109,5,8 J,18,8,19,2,Lost to Dealer
110,1,7 4 3 7,21,Q,23,1,Dealer Bust
110,2,10 4 2 Q,26,Q,23,2,Bust
110,3,2 10 8,20,Q,23,1,Dealer Bust
110,4,J 3 2 2,17,Q,23,1,Dealer Bust
110,5,K 7,17,Q,23,1,Dealer Bust
111,1,7 6 Q,23,9,26,2,Bust
111,2,4 9 3 J,26,9,26,2,Bust
111,3,J 8,18,9,26,1,Dealer Bust
111,4,K Q,20,9,26,1,Dealer Bust
111,5,3 4 A,18,9,26,1,Dealer Bust
112,1,10 8,18,Q,24,1,Dealer Bust
112,2,4 10 10,24,Q,24,2,Bust
112,3,6 7 J,23,Q,24,2,Bust
112,4,2 4 9 K,25,Q,24,2,Bust
112,5,K 9,19,Q,24,1,Dealer Bust
113,1,3 3 8 10,24,Q,20,2,Bust
113,2,10 10,20,Q,20,3,Tie with Dealer
113,3,7 2 A,20,Q,20,3,Tie with Dealer
113,4,5 Q 9,24,Q,20,2,Bust
113,5,4 K 8,22,Q,20,2,Bust
114,1,K Q,20,4,19,1,Higher Score than Dealer
114,2,3 6 9,18,4,19,2,Lost to Dealer
114,3,K 5 8,23,4,19,2,Bust
114,4,2 A 7,20,4,19,1,Higher Score than Dealer
114,5,6 9 J,25,4,19,2,Bust
115,1,4 2 8 J,24,3,22,2,Bust
115,2,7 J,17,3,22,1,Dealer Bust
115,3,2 9 10,21,3,22,1,Dealer Bust
115,4,Q A,21,3,22,1,Dealer Bust
115,5,2 K Q,22,3,22,2,Bust
116,1,Q 5 J,25,3,24,2,Bust
116,2,7 4 J,21,3,24,1,Dealer Bust
116,3,K 6 8,24,3,24,2,Bust
116,4,J 10,20,3,24,1,Dealer Bust
116,5,4 9 9,22,3,24,2,Bust
117,1,5 10 8,23,6,23,2,Bust
117,2,Q A,21,6,23,1,Dealer Bust
117,3,8 8 A,17,6,23,1,Dealer Bust
117,4,3 8 Q,21,6,23,1,Dealer Bust
117,5,7 5 8,20,6,23,1,Dealer Bust
118,1,10 K,20,4,17,1,Higher Score than Dealer
118,2,Q 8,18,4,17,1,Higher Score than Dealer
118,3,A 6,17,4,17,3,Tie with Dealer
118,4,5 K K,25,4,17,2,Bust
118,5,7 5 Q,22,4,17,2,Bust
119,1,2 6 K,18,2,18,3,Tie with Dealer
119,2,10 9,19,2,18,1,Higher Score than Dealer
119,3,J J,20,2,18,1,Higher Score than Dealer
119,4,6 9 10,25,2,18,2,Bust
119,5,9 6 A 3,19,2,18,1,Higher Score than Dealer
120,1,J 6 10,26,4,22,2,Bust
120,2,4 7 A 6,18,4,22,1,Dealer Bust
120,3,J 7,17,4,22,1,Dealer Bust
120,4,7 2 8,17,4,22,1,Dealer Bust
120,5,3 6 A,20,4,22,1,Dealer Bust
121,1,Q 6 K,26,4,24,2,Bust
121,2,10 5 A 7,23,4,24,2,Bust
121,3,10 Q,20,4,24,1,Dealer Bust
121,4,Q 3 8,21,4,24,1,Dealer Bust
121,5,6 K 10,26,4,24,2,Bust
122,1,J 3 10,23,4,23,2,Bust
122,2,6 2 J,18,4,23,1,Dealer Bust
122,3,J 8,18,4,23,1,Dealer Bust
122,4,4 6 A,21,4,23,1,Dealer Bust
122,5,2 6 8 4,20,4,23,1,Dealer Bust
123,1,6 J 7,23,K,21,2,Bust
123,2,J 10,20,K,21,2,Lost to Dealer
123,3,3 10 8,21,K,21,3,Tie with Dealer
123,4,8 J,18,K,21,2,Lost to Dealer
123,5,3 4 Q,17,K,21,2,Lost to Dealer
124,1,5 4 J,19,3,23,1,Dealer Bust
124,2,9 4 A A 5,20,3,23,1,Dealer Bust
124,3,5 4 2 6,17,3,23,1,Dealer Bust
124,4,3 2 2 A,18,3,23,1,Dealer Bust
124,5,10 2 5,17,3,23,1,Dealer Bust
125,1,9 6 10,25,K,20,2,Bust
125,2,J 2 K,22,K,20,2,Bust
125,3,6 8 10,24,K,20,2,Bust
125,4,Q Q,20,K,20,3,Tie with Dealer
125,5,5 3 3 9,20,K,20,3,Tie with Dealer
126,1,8 6 6,20,9,17,1,Higher Score than Dealer
126,2,10 7,17,9,17,3,Tie with Dealer
126,3,4 A 9 Q,24,9,17,2,Bust
126,4,9 8,17,9,17,3,Tie with Dealer
126,5,J 5 J,25,9,17,2,Bust
127,1,6 3 2 6,17,7,21,2,Lost to Dealer
127,2,5 10 10,25,7,21,2,Bust
127,3,10 10,20,7,21,2,Lost to Dealer
127,4,2 9 K,21,7,21,3,Tie with Dealer
127,5,9 5 6,20,7,21,2,Lost to Dealer
128,1,4 10 J,24,J,20,2,Bust
128,2,J A,21,J,20,1,Higher Score than Dealer
128,3,3 4 9 Q,26,J,20,2,Bust
128,4,Q 2 J,22,J,20,2,Bust
128,5,K 9,19,J,20,2,Lost to Dealer
129,1,2 9 J,21,10,20,1,Higher Score than Dealer
129,2,6 A 9 A K,27,10,20,2,Bust
129,3,J 6 J,26,10,20,2,Bust
129,4,J 4 3,17,10,20,2,Lost to Dealer
129,5,10 A,21,10,20,1,Higher Score than Dealer
130,1,9 8,17,5,19,2,Lost to Dealer
130,2,Q 2 2 2 7,23,5,19,2,Bust
130,3,9 4 10,23,5,19,2,Bust
130,4,4 2 3 10,19,5,19,3,Tie with Dealer
130,5,3 J 7,20,5,19,1,Higher Score than Dealer
131,1,Q J,20,A,18,1,Higher Score than Dealer
131,2,6 2 5 6,19,A,18,1,Higher Score than Dealer
131,3,A 4 Q A J,26,A,18,2,Bust
131,4,6 10 7,23,A,18,2,Bust
131,5,6 8 8,22,A,18,2,Bust
132,1,J 8,18,10,19,2,Lost to Dealer
132,2,9 6 4,19,10,19,3,Tie with Dealer
132,3,4 9 K,23,10,19,2,Bust
132,4,6 2 Q,18,10,19,2,Lost to Dealer
132,5,K Q,20,10,19,1,Higher Score than Dealer
133,1,6 8 A 4,19,5,19,3,Tie with Dealer
133,2,6 K 4,20,5,19,1,Higher Score than Dealer
133,3,6 3 A,20,5,19,1,Higher Score than Dealer
133,4,10 8,18,5,19,2,Lost to Dealer
133,5,10 K,20,5,19,1,Higher Score than Dealer
134,1,4 A 7 K,22,6,17,2,Bust
134,2,Q J,20,6,17,1,Higher Score than Dealer
134,3,5 3 A,19,6,17,1,Higher Score than Dealer
134,4,5 3 10,18,6,17,1,Higher Score than Dealer
134,5,3 10 5,18,6,17,1,Higher Score than Dealer
135,1,K Q,20,2,19,1,Higher Score than Dealer
135,2,10 Q,20,2,19,1,Higher Score than Dealer
135,3,8 A,19,2,19,3,Tie with Dealer
135,4,Q J,20,2,19,1,Higher Score than Dealer
135,5,Q 10,20,2,19,1,Higher Score than Dealer
136,1,7 Q,17,A,20,2,Lost to Dealer
136,2,3 8 7,18,A,20,2,Lost to Dealer
136,3,4 Q 10,24,A,20,2,Bust
136,4,8 9,17,A,20,2,Lost to Dealer
136,5,3 2 5 4 8,22,A,20,2,Bust
137,1,3 A 7,21,5,22,1,Dealer Bust
137,2,Q 7,17,5,22,1,Dealer Bust
137,3,Q 8,18,5,22,1,Dealer Bust
137,4,9 4 4,17,5,22,1,Dealer Bust
137,5,J A,21,5,22,1,Dealer Bust
138,1,9 4 A 9,23,2,18,2,Bust
138,2,7 3 3 5,18,2,18,3,Tie with Dealer
138,3,J Q,20,2,18,1,Higher Score than Dealer
138,4,2 2 K 2 9,25,2,18,2,Bust
138,5,2 5 K,17,2,18,2,Lost to Dealer
139,1,J 8,18,Q,21,2,Lost to Dealer
139,2,4 5 7 9,25,Q,21,2,Bust
139,3,4 J 6,20,Q,21,2,Lost to Dealer
139,4,2 6 6 2 Q,26,Q,21,2,Bust
139,5,5 7 K,22,Q,21,2,Bust
140,1,5 7 6,18,2,25,1,Dealer Bust
140,2,5 6 9,20,2,25,1,Dealer Bust
140,3,5 5 7,17,2,25,1,Dealer Bust
140,4,6 4 9,19,2,25,1,Dealer Bust
140,5,10 Q,20,2,25,1,Dealer Bust
141,1,Q 4 8,22,4,20,2,Bust
141,2,7 6 10,23,4,20,2,Bust
141,3,5 J 4,19,4,20,2,Lost to Dealer
141,4,6 6 6,18,4,20,2,Lost to Dealer
141,5,7 9 8,24,4,20,2,Bust
142,1,Q 10,20,A,18,1,Higher Score than Dealer
142,2,5 4 7 4,20,A,18,1,Higher Score than Dealer
142,3,K 2 7,19,A,18,1,Higher Score than Dealer
142,4,K 3 3 A A,18,A,18,3,Tie with Dealer
142,5,8 Q,18,A,18,3,Tie with Dealer
143,1,7 A,18,K,20,2,Lost to Dealer
143,2,Q Q,20,K,20,3,Tie with Dealer
143,3,3 7 J,20,K,20,3,Tie with Dealer
143,4,K 10,20,K,20,3,Tie with Dealer
143,5,K 5 K,25,K,20,2,Bust
144,1,7 5 6,18,A,18,3,Tie with Dealer
144,2,3 J 9,22,A,18,2,Bust
144,3,3 9 9,21,A,18,1,Higher Score than Dealer
144,4,J 8,18,A,18,3,Tie with Dealer
144,5,J 4 4,18,A,18,3,Tie with Dealer
145,1,7 8 3,18,J,20,2,Lost to Dealer
145,2,9 5 Q,24,J,20,2,Bust
145,3,6 8 7,21,J,20,1,Higher Score than Dealer
145,4,4 3 Q,17,J,20,2,Lost to Dealer
145,5,8 A,19,J,20,2,Lost to Dealer
146,1,7 5 10,22,6,22,2,Bust
146,2,7 2 7 4,20,6,22,1,Dealer Bust
146,3,K 10,20,6,22,1,Dealer Bust
146,4,K 2 J,22,6,22,2,Bust
146,5,A 7,18,6,22,1,Dealer Bust
147,1,J 5 K,25,5,20,2,Bust
147,2,K 8,18,5,20,2,Lost to Dealer
147,3,K Q,20,5,20,3,Tie with Dealer
147,4,2 8 J,20,5,20,3,Tie with Dealer
147,5,A K,21,5,20,1,Higher Score than Dealer
148,1,6 4 J,20,K,20,3,Tie with Dealer
148,2,Q 7,17,K,20,2,Lost to Dealer
148,3,A 9,20,K,20,3,Tie with Dealer
148,4,5 7 9,21,K,20,1,Higher Score than Dealer
148,5,A A 9,21,K,20,1,Higher Score than Dealer
149,1,7 J,17,K,21,2,Lost to Dealer
149,2,7 4 5 6,22,K,21,2,Bust
149,3,A A A 7,20,K,21,2,Lost to Dealer
149,4,4 5 2 7,18,K,21,2,Lost to Dealer
149,5,6 3 2 5 Q,26,K,21,2,Bust
150,1,8 2 10,20,3,18,1,Higher Score than Dealer
150,2,10 Q,20,3,18,1,Higher Score than Dealer
150,3,2 J 5,17,3,18,2,Lost to Dealer
150,4,5 9 5,19,3,18,1,Higher Score than Dealer
150,5,9 3 Q,22,3,18,2,Bust
151,1,J 3 10,23,J,19,2,Bust
151,2,4 9 10,23,J,19,2,Bust
151,3,5 4 10,19,J,19,3,Tie with Dealer
151,4,J 10,20,J,19,1,Higher Score than Dealer
151,5,7 9 3,19,J,19,3,Tie with Dealer
152,1,3 6 A,20,10,18,1,Higher Score than Dealer
152,2,A Q,21,10,18,1,Higher Score than Dealer
152,3,A 7,18,10,18,3,Tie with Dealer
152,4,9 Q,19,10,18,1,Higher Score than Dealer
152,5,6 3 10,19,10,18,1,Higher Score than Dealer
153,1,3 J 10,23,A,21,2,Bust
153,2,K 9,19,A,21,2,Lost to Dealer
153,3,5 8 2 6,21,A,21,3,Tie with Dealer
153,4,5 3 8 K,26,A,21,2,Bust
153,5,7 9 3,19,A,21,2,Lost to Dealer
154,1,K 9,19,5,19,3,Tie with Dealer
154,2,4 5 5 J,24,5,19,2,Bust
154,3,K 9,19,5,19,3,Tie with Dealer
154,4,Q 3 9,22,5,19,2,Bust
154,5,6 A,17,5,19,2,Lost to Dealer
155,1,J 2 8,20,7,17,1,Higher Score than Dealer
155,2,7 Q,17,7,17,3,Tie with Dealer
155,3,10 K,20,7,17,1,Higher Score than Dealer
155,4,3 8 A K,22,7,17,2,Bust
155,5,2 5 4 K,21,7,17,1,Higher Score than Dealer
156,1,4 4 9,17,9,19,2,Lost to Dealer
156,2,6 3 5 8,22,9,19,2,Bust
156,3,10 2 J,22,9,19,2,Bust
156,4,4 Q 4,18,9,19,2,Lost to Dealer
156,5,9 6 9,24,9,19,2,Bust
157,1,7 3 7,17,10,20,2,Lost to Dealer
157,2,4 5 2 9,20,10,20,3,Tie with Dealer
157,3,Q Q,20,10,20,3,Tie with Dealer
157,4,9 5 Q,24,10,20,2,Bust
157,5,3 Q 3 6,22,10,20,2,Bust
158,1,8 5 10,23,6,21,2,Bust
158,2,8 5 5,18,6,21,2,Lost to Dealer
158,3,10 5 K,25,6,21,2,Bust
158,4,5 K 4,19,6,21,2,Lost to Dealer
158,5,6 8 8,22,6,21,2,Bust
159,1,2 4 9 4,19,Q,22,1,Dealer Bust
159,2,10 K,20,Q,22,1,Dealer Bust
159,3,2 A J Q,23,Q,22,2,Bust
159,4,6 8 2 7,23,Q,22,2,Bust
159,5,7 K,17,Q,22,1,Dealer Bust
160,1,2 7 2 J,21,10,23,1,Dealer Bust
160,2,Q 3 6,19,10,23,1,Dealer Bust
160,3,A 4 9 5,19,10,23,1,Dealer Bust
160,4,8 Q,18,10,23,1,Dealer Bust
160,5,J 8,18,10,23,1,Dealer Bust
161,1,6 4 A,21,7,17,1,Higher Score than Dealer
161,2,5 4 K,19,7,17,1,Higher Score than Dealer
161,3,A 4 5,20,7,17,1,Higher Score than Dealer
161,4,K 7,17,7,17,3,Tie with Dealer
161,5,5 K 7,22,7,17,2,Bust
162,1,10 6 5,21,7,17,1,Higher Score than Dealer
162,2,4 5 Q,19,7,17,1,Higher Score than Dealer
162,3,7 7 10,24,7,17,2,Bust
162,4,9 6 A 9,25,7,17,2,Bust
162,5,7 2 Q,19,7,17,1,Higher Score than Dealer
163,1,J 4 A 4,19,4,23,1,Dealer Bust
163,2,10 3 10,23,4,23,2,Bust
163,3,8 8 5,21,4,23,1,Dealer Bust
163,4,5 J 5,20,4,23,1,Dealer Bust
163,5,8 3 3 7,21,4,23,1,Dealer Bust
164,1,9 2 A A 6,19,10,20,2,Lost to Dealer
164,2,10 9,19,10,20,2,Lost to Dealer
164,3,5 6 9,20,10,20,3,Tie with Dealer
164,4,K 5 4,19,10,20,2,Lost to Dealer
164,5,Q 8,18,10,20,2,Lost to Dealer
165,1,2 9 9,20,Q,20,3,Tie with Dealer
165,2,5 8 K,23,Q,20,2,Bust
165,3,9 6 4,19,Q,20,2,Lost to Dealer
165,4,10 10,20,Q,20,3,Tie with Dealer
165,5,4 3 J,17,Q,20,2,Lost to Dealer
166,1,J K,20,4,22,1,Dealer Bust
166,2,7 6 3 9,25,4,22,2,Bust
166,3,7 3 7,17,4,22,1,Dealer Bust
166,4,Q A,21,4,22,1,Dealer Bust
166,5,Q 6 3,19,4,22,1,Dealer Bust
167,1,3 3 3 2 J,21,9,19,1,Higher Score than Dealer
167,2,Q 6 8,24,9,19,2,Bust
167,3,2 10 8,20,9,19,1,Higher Score than Dealer
167,4,J 2 K,22,9,19,2,Bust
167,5,J 4 5,19,9,19,3,Tie with Dealer
168,1,10 Q,20,K,17,1,Higher Score than Dealer
168,2,9 A,20,K,17,1,Higher Score than Dealer
168,3,4 7 8,19,K,17,1,Higher Score than Dealer
168,4,K 6 9,25,K,17,2,Bust
168,5,A 6 A,18,K,17,1,Higher Score than Dealer
169,1,8 10,18,6,19,2,Lost to Dealer
169,2,4 10 3,17,6,19,2,Lost to Dealer
169,3,4 Q J,24,6,19,2,Bust
169,4,2 3 A 10 2,18,6,19,2,Lost to Dealer
169,5,Q 5 2,17,6,19,2,Lost to Dealer
170,1,8 K,18,8,18,3,Tie with Dealer
170,2,7 J,17,8,18,2,Lost to Dealer
170,3,7 3 2 Q,22,8,18,2,Bust
170,4,J 4 8,22,8,18,2,Bust
170,5,8 3 9,20,8,18,1,Higher Score than Dealer
171,1,7 A,18,A,20,2,Lost to Dealer
171,2,8 3 J,21,A,20,1,Higher Score than Dealer
171,3,Q 6 J,26,A,20,2,Bust
171,4,6 Q 7,23,A,20,2,Bust
171,5,4 10 5,19,A,20,2,Lost to Dealer
172,1,4 4 K,18,10,19,2,Lost to Dealer
172,2,Q 3 Q,23,10,19,2,Bust
172,3,9 2 9,20,10,19,1,Higher Score than Dealer
172,4,3 4 A,18,10,19,2,Lost to Dealer
172,5,9 3 5,17,10,19,2,Lost to Dealer
173,1,7 K,17,2,20,2,Lost to Dealer
173,2,6 9 5,20,2,20,3,Tie with Dealer
173,3,9 K,19,2,20,2,Lost to Dealer
173,4,6 10 4,20,2,20,3,Tie with Dealer
173,5,Q 5 J,25,2,20,2,Bust
174,1,10 J,20,4,20,3,Tie with Dealer
174,2,10 7,17,4,20,2,Lost to Dealer
174,3,Q 2 6,18,4,20,2,Lost to Dealer
174,4,8 6 2 5,21,4,20,1,Higher Score than Dealer
174,5,2 3 5 8,18,4,20,2,Lost to Dealer
175,1,4 10 5,19,J,23,1,Dealer Bust
175,2,A A K 7,19,J,23,1,Dealer Bust
175,3,5 7 J,22,J,23,2,Bust
175,4,A 9,20,J,23,1,Dealer Bust
175,5,3 2 10 2,17,J,23,1,Dealer Bust
176,1,6 2 5 6,19,5,25,1,Dealer Bust
176,2,10 A,21,5,25,1,Dealer Bust
176,3,7 7 K,24,5,25,2,Bust
176,4,6 6 K,22,5,25,2,Bust
176,5,2 9 2 6,19,5,25,1,Dealer Bust
177,1,3 10 5,18,6,26,1,Dealer Bust
177,2,A K,21,6,26,1,Dealer Bust
177,3,J 7,17,6,26,1,Dealer Bust
177,4,8 9,17,6,26,1,Dealer Bust
177,5,9 Q,19,6,26,1,Dealer Bust
178,1,5 3 Q,18,10,20,2,Lost to Dealer
178,2,4 A 2 2,19,10,20,2,Lost to Dealer
178,3,A 10,21,10,20,1,Higher Score than Dealer
178,4,9 2 2 8,21,10,20,1,Higher Score than Dealer
178,5,5 A 2,18,10,20,2,Lost to Dealer
179,1,10 Q,20,4,17,1,Higher Score than Dealer
179,2,6 2 K,18,4,17,1,Higher Score than Dealer
179,3,6 2 5 4,17,4,17,3,Tie with Dealer
179,4,4 Q 4,18,4,17,1,Higher Score than Dealer
179,5,Q Q,20,4,17,1,Higher Score than Dealer
180,1,8 7 9,24,K,18,2,Bust
180,2,9 J,19,K,18,1,Higher Score than Dealer
180,3,5 J 6,21,K,18,1,Higher Score than Dealer
180,4,9 2 2 2 7,22,K,18,2,Bust
180,5,K 4 K,24,K,18,2,Bust
181,1,6 5 3 Q,24,J,19,2,Bust
181,2,3 Q 9,22,J,19,2,Bust
181,3,9 2 5 J,26,J,19,2,Bust
181,4,A J,21,J,19,1,Higher Score than Dealer
181,5,10 5 9,24,J,19,2,Bust
182,1,6 J 3,19,7,17,1,Higher Score than Dealer
182,2,10 5 A 9,25,7,17,2,Bust
182,3,8 J,18,7,17,1,Higher Score than Dealer
182,4,6 Q 5,21,7,17,1,Higher Score than Dealer
182,5,8 5 J,23,7,17,2,Bust
183,1,A 9,20,A,18,1,Higher Score than Dealer
183,2,8 J,18,A,18,3,Tie with Dealer
183,3,J 5 K,25,A,18,2,Bust
183,4,7 3 8,18,A,18,3,Tie with Dealer
183,5,6 10 9,25,A,18,2,Bust
184,1,10 J,20,7,21,2,Lost to Dealer
184,2,8 10,18,7,21,2,Lost to Dealer
184,3,Q 2 10,22,7,21,2,Bust
184,4,9 6 A J,26,7,21,2,Bust
184,5,9 4 10,23,7,21,2,Bust
185,1,6 J 9,25,A,21,2,Bust
185,2,3 Q 9,22,A,21,2,Bust
185,3,4 A 4,19,A,21,2,Lost to Dealer
185,4,10 5 2,17,A,21,2,Lost to Dealer
185,5,7 J,17,A,21,2,Lost to Dealer
186,1,J J,20,10,20,3,Tie with Dealer
186,2,A J,21,10,20,1,Higher Score than Dealer
186,3,4 8 Q,22,10,20,2,Bust
186,4,6 A 7 K,24,10,20,2,Bust
186,5,9 Q,19,10,20,2,Lost to Dealer
187,1,K 7,17,J,20,2,Lost to Dealer
187,2,6 K Q,26,J,20,2,Bust
187,3,8 A,19,J,20,2,Lost to Dealer
187,4,Q 2 J,22,J,20,2,Bust
187,5,6 J 7,23,J,20,2,Bust
188,1,5 2 8 J,25,2,21,2,Bust
188,2,J 10,20,2,21,2,Lost to Dealer
188,3,6 5 6,17,2,21,2,Lost to Dealer
188,4,10 J,20,2,21,2,Lost to Dealer
188,5,K 4 Q,24,2,21,2,Bust
189,1,3 6 8,17,2,25,1,Dealer Bust
189,2,4 10 8,22,2,25,2,Bust
189,3,Q 3 10,23,2,25,2,Bust
189,4,K 8,18,2,25,1,Dealer Bust
189,5,5 Q 2,17,2,25,1,Dealer Bust
190,1,Q 6 7,23,10,20,2,Bust
190,2,10 J,20,10,20,3,Tie with Dealer
190,3,5 7 2 A J,25,10,20,2,Bust
190,4,3 6 A,20,10,20,3,Tie with Dealer
190,5,9 3 K,22,10,20,2,Bust
191,1,10 9,19,A,17,1,Higher Score than Dealer
191,2,J 7,17,A,17,3,Tie with Dealer
191,3,8 A,19,A,17,1,Higher Score than Dealer
191,4,J 4 10,24,A,17,2,Bust
191,5,J 10,20,A,17,1,Higher Score than Dealer
192,1,3 A 6,20,8,18,1,Higher Score than Dealer
192,2,6 7 8,21,8,18,1,Higher Score than Dealer
192,3,4 3 9 8,24,8,18,2,Bust
192,4,Q 5 9,24,8,18,2,Bust
192,5,8 9,17,8,18,2,Lost to Dealer
193,1,5 2 K,17,4,24,1,Dealer Bust
193,2,K Q,20,4,24,1,Dealer Bust
193,3,Q 9,19,4,24,1,Dealer Bust
193,4,4 Q J,24,4,24,2,Bust
193,5,7 7 10,24,4,24,2,Bust
194,1,A 5 6 9,21,10,18,1,Higher Score than Dealer
194,2,2 8 7,17,10,18,2,Lost to Dealer
194,3,6 J 8,24,10,18,2,Bust
194,4,10 10,20,10,18,1,Higher Score than Dealer
194,5,7 Q,17,10,18,2,Lost to Dealer
195,1,K A,21,8,26,1,Dealer Bust
195,2,K 4 5,19,8,26,1,Dealer Bust
195,3,10 4 Q,24,8,26,2,Bust
195,4,K 6 A 2,19,8,26,1,Dealer Bust
195,5,K 10,20,8,26,1,Dealer Bust
196,1,4 2 3 K,19,3,23,1,Dealer Bust
196,2,3 K 9,22,3,23,2,Bust
196,3,9 J,19,3,23,1,Dealer Bust
196,4,5 Q 6,21,3,23,1,Dealer Bust
196,5,3 J 2 7,22,3,23,2,Bust
197,1,2 A A J 8,22,10,20,2,Bust
197,2,4 3 J,17,10,20,2,Lost to Dealer
197,3,9 2 10,21,10,20,1,Higher Score than Dealer
197,4,J 5 3,18,10,20,2,Lost to Dealer
197,5,5 4 6 9,24,10,20,2,Bust
198,1,5 4 8,17,3,18,2,Lost to Dealer
198,2,K 2 9,21,3,18,1,Higher Score than Dealer
198,3,J Q,20,3,18,1,Higher Score than Dealer
198,4,A 3 2 7 K,23,3,18,2,Bust
198,5,A 9,20,3,18,1,Higher Score than Dealer
199,1,6 A,17,5,18,2,Lost to Dealer
199,2,3 3 9 K,25,5,18,2,Bust
199,3,10 2 8,20,5,18,1,Higher Score than Dealer
199,4,10 5 9,24,5,18,2,Bust
199,5,10 Q,20,5,18,1,Higher Score than Dealer
200,1,8 A,19,10,18,1,Higher Score than Dealer
200,2,8 7 10,25,10,18,2,Bust
200,3,A Q,21,10,18,1,Higher Score than Dealer
200,4,A 8,19,10,18,1,Higher Score than Dealer
200,5,7 Q,17,10,18,2,Lost to Dealer
201,1,2 6 2 5 5,20,3,20,3,Tie with Dealer
201,2,5 6 8,19,3,20,2,Lost to Dealer
201,3,7 K,17,3,20,2,Lost to Dealer
201,4,10 8,18,3,20,2,Lost to Dealer
201,5,6 10 6,22,3,20,2,Bust
202,1,J Q,20,9,19,1,Higher Score than Dealer
202,2,8 7 5,20,9,19,1,Higher Score than Dealer
202,3,2 A 2 J 2 2,19,9,19,3,Tie with Dealer
202,4,K J,20,9,19,1,Higher Score than Dealer
202,5,J 7,17,9,19,2,Lost to Dealer
203,1,3 8 A 3 8,23,10,20,2,Bust
203,2,J 10,20,10,20,3,Tie with Dealer
203,3,A 5 K 6,22,10,20,2,Bust
203,4,10 K,20,10,20,3,Tie with Dealer
203,5,7 6 6,19,10,20,2,Lost to Dealer
204,1,2 Q 9,21,2,19,1,Higher Score than Dealer
204,2,Q J,20,2,19,1,Higher Score than Dealer
204,3,8 2 4 10,24,2,19,2,Bust
204,4,7 4 8,19,2,19,3,Tie with Dealer
204,5,A K,21,2,19,1,Higher Score than Dealer
205,1,7 3 Q,20,J,20,3,Tie with Dealer
205,2,10 2 4 7,23,J,20,2,Bust
205,3,3 K 7,20,J,20,3,Tie with Dealer
205,4,J 2 K,22,J,20,2,Bust
205,5,4 5 K,19,J,20,2,Lost to Dealer
206,1,Q 3 K,23,J,20,2,Bust
206,2,J K,20,J,20,3,Tie with Dealer
206,3,2 10 J,22,J,20,2,Bust
206,4,7 K,17,J,20,2,Lost to Dealer
206,5,10 2 10,22,J,20,2,Bust
207,1,10 9,19,Q,18,1,Higher Score than Dealer
207,2,J 10,20,Q,18,1,Higher Score than Dealer
207,3,10 8,18,Q,18,3,Tie with Dealer
207,4,9 Q,19,Q,18,1,Higher Score than Dealer
207,5,8 6 4,18,Q,18,3,Tie with Dealer
208,1,Q K,20,8,21,2,Lost to Dealer
208,2,4 K K,24,8,21,2,Bust
208,3,5 7 7,19,8,21,2,Lost to Dealer
208,4,2 2 9 9,22,8,21,2,Bust
208,5,J 5 Q,25,8,21,2,Bust
209,1,10 3 4,17,4,17,3,Tie with Dealer
209,2,4 8 J,22,4,17,2,Bust
209,3,4 10 9,23,4,17,2,Bust
209,4,8 9,17,4,17,3,Tie with Dealer
209,5,2 Q 9,21,4,17,1,Higher Score than Dealer
210,1,4 9 9,22,3,18,2,Bust
210,2,10 8,18,3,18,3,Tie with Dealer
210,3,J 9,19,3,18,1,Higher Score than Dealer
210,4,10 6 10,26,3,18,2,Bust
210,5,Q 10,20,3,18,1,Higher Score than Dealer
211,1,3 3 6 K,22,5,25,2,Bust
211,2,Q 2 J,22,5,25,2,Bust
211,3,K 3 8,21,5,25,1,Dealer Bust
211,4,7 5 7,19,5,25,1,Dealer Bust
211,5,A 8,19,5,25,1,Dealer Bust
212,1,A 7,18,Q,21,2,Lost to Dealer
212,2,3 Q J,23,Q,21,2,Bust
212,3,4 6 Q,20,Q,21,2,Lost to Dealer
212,4,4 A 6,21,Q,21,3,Tie with Dealer
212,5,6 J Q,26,Q,21,2,Bust
213,1,8 8 3,19,5,18,1,Higher Score than Dealer
213,2,2 3 2 Q,17,5,18,2,Lost to Dealer
213,3,10 Q,20,5,18,1,Higher Score than Dealer
213,4,4 3 K,17,5,18,2,Lost to Dealer
213,5,10 8,18,5,18,3,Tie with Dealer
214,1,9 6 4,19,2,22,1,Dealer Bust
214,2,8 3 10,21,2,22,1,Dealer Bust
214,3,8 4 J,22,2,22,2,Bust
214,4,8 3 6,17,2,22,1,Dealer Bust
214,5,Q 3 K,23,2,22,2,Bust
215,1,5 7 3 K,25,8,25,2,Bust
215,2,8 3 6,17,8,25,1,Dealer Bust
215,3,Q Q,20,8,25,1,Dealer Bust
215,4,10 6 K,26,8,25,2,Bust
215,5,7 6 3 4,20,8,25,1,Dealer Bust
216,1,7 Q,17,7,17,3,Tie with Dealer
216,2,A 2 7,20,7,17,1,Higher Score than Dealer
216,3,K 8,18,7,17,1,Higher Score than Dealer
216,4,K J,20,7,17,1,Higher Score than Dealer
216,5,J J,20,7,17,1,Higher Score than Dealer
217,1,Q 9,19,A,19,3,Tie with Dealer
